## frequency[GHz]  I  Q  LogM[dB] Phase[deg]
3000000000.0 -0.003724437 -0.005811964 -43.21933845765301 -122.65266051029093
3000400000.0 -0.004258087 -0.005242761 -43.40865208087518 -129.08295395236235
3000800000.0 -0.004674842 -0.004808035 -43.47064091652114 -134.1952974840866
3001200000.0 -0.005175069 -0.004248314 -43.4843599841522 -140.61676684137373
3001600000.0 -0.005631335 -0.00368306 -43.44123653094027 -146.8141244445728
3002000000.0 -0.005957173 -0.00307641 -43.472489651852015 -152.6872139538218
3002400000.0 -0.006262001 -0.002466366 -43.439438127859944 -158.5023904544253
3002800000.0 -0.006358673 -0.001639272 -43.65321902376586 -165.54386461775903
3003200000.0 -0.006564835 -0.001027329 -43.55045060296345 -171.10593535700878
3003600000.0 -0.00660258 -0.000342906 -43.59402827730369 -177.02700600583952
3004000000.0 -0.006641382 0.0003298685 -43.54413004155311 177.15653250999122
3004400000.0 -0.006578651 0.001151014 -43.50631234456392 170.0758665113425
3004800000.0 -0.006436154 0.001763605 -43.51304580627284 164.6762116438233
3005200000.0 -0.00621102 0.002372047 -43.54544556431633 159.0976725801306
3005600000.0 -0.00582054 0.003139038 -43.591982229851844 151.66185656413617
3006000000.0 -0.005454825 0.003693963 -43.62505483007674 145.89446311582734
3006400000.0 -0.005101236 0.004183684 -43.612530329058494 140.64374475786755
3006800000.0 -0.004622422 0.004742416 -43.57958161283815 134.2658950906124
3007200000.0 -0.003949239 0.005054531 -43.856853366739216 128.0014540781609
3007600000.0 -0.00352296 0.005611271 -43.57559130189386 122.12209673133516
3008000000.0 -0.002865041 0.005762096 -43.82892564523779 116.43757641460772
3008400000.0 -0.002170805 0.00599565 -43.90830347735136 109.90346403044823
3008800000.0 -0.001575878 0.006305311 -43.742726124555666 104.03239696876926
3009200000.0 -0.0008072061 0.00636905 -43.84930158917193 97.22309152246797
3009600000.0 -0.0001628381 0.006438467 -43.821573411699276 91.44878389804781
3010000000.0 0.0004050649 0.006468124 -43.76743412972321 86.4165436243013
3010400000.0 0.001178145 0.006385389 -43.75086847913461 79.5461307609156
3010800000.0 0.001732604 0.006180159 -43.851419788507926 74.33919034141331
3011200000.0 0.002474458 0.005894654 -43.88596550585618 67.22830887573934
3011600000.0 0.002987252 0.005611971 -43.93426329990067 61.973628494802796
3012000000.0 0.003732813 0.005333587 -43.72828357640769 55.01301175791609
3012400000.0 0.004230985 0.004980564 -43.6949837411744 49.65212662311096
3012800000.0 0.004594511 0.004391314 -43.93692062924595 43.70458787242878
3013200000.0 0.00506724 0.003961672 -43.83295937706442 38.01902425287636
3013600000.0 0.0054481 0.003226903 -43.96913068720227 30.638207448462875
3014000000.0 0.005917811 0.002684321 -43.744193751213786 24.39905951948689
3014400000.0 0.006041548 0.002073357 -43.89349294778657 18.941352803179775
3014800000.0 0.006213601 0.001486785 -43.891337340727816 13.456673199324124
3015200000.0 0.006322478 0.0007923142 -43.91458029904741 7.142900988403133
3015600000.0 0.006396146 0.0002159984 -43.87668267647701 1.9341483743539027
3016000000.0 0.006314892 -0.000442079 -43.97144948541312 -4.0045030364121335
3016400000.0 0.006180223 -0.001194579 -44.02061684723204 -10.939825064853078
3016800000.0 0.005966152 -0.001783843 -44.11425059358646 -16.64634353887665
3017200000.0 0.005816125 -0.00246211 -43.991436320361366 -22.94414588140142
3017600000.0 0.00551008 -0.002907576 -44.11000635490666 -27.81985263440682
3018000000.0 0.005080345 -0.003580351 -44.130885738220414 -35.17410039776957
3018400000.0 0.004665805 -0.004159378 -44.081547919657254 -41.715723302956604
3018800000.0 0.004295397 -0.004535938 -44.08655208339808 -46.560191917451476
3019200000.0 0.003820628 -0.00500303 -44.02003243211779 -52.63237309950673
3019600000.0 0.003206268 -0.005338694 -44.11371946794376 -59.012168441604516
3020000000.0 0.002482198 -0.005604863 -44.25091808765808 -66.11312074247968
3020400000.0 0.002000303 -0.005932654 -44.06740572273115 -71.36752336657334
3020800000.0 0.001324688 -0.006056635 -44.15243445271678 -77.66272651550246
3021200000.0 0.0006758763 -0.00619822 -44.103325032367565 -83.77684897237911
3021600000.0 8.645449e-05 -0.006291495 -44.02410289002857 -89.21272040326187
3022000000.0 -0.0006817412 -0.006072477 -44.27828617601882 -96.40562591331907
3022400000.0 -0.00118478 -0.006036982 -44.21947250566753 -101.10339255365903
3022800000.0 -0.001827083 -0.005903174 -44.18099294193421 -107.19774489875533
3023200000.0 -0.002498899 -0.005728693 -44.08240858078245 -113.56719201771247
3023600000.0 -0.003102328 -0.005373601 -44.14538969003416 -119.99902450477546
3024000000.0 -0.003636328 -0.004968133 -44.213009001480856 -126.20153432169712
3024400000.0 -0.003983005 -0.004547634 -44.37168423155653 -131.21320975680035
3024800000.0 -0.004613037 -0.004150409 -44.14471534513473 -138.02187628213122
3025200000.0 -0.004895953 -0.003609347 -44.318247857883016 -143.6019778009959
3025600000.0 -0.005349407 -0.003006313 -44.24188038543846 -150.66445068656446
3026000000.0 -0.005562665 -0.002540782 -44.27142157561136 -155.45115343138121
3026400000.0 -0.005744917 -0.001876738 -44.373953067910975 -161.9089238543119
3026800000.0 -0.006032335 -0.001284082 -44.19783100745963 -167.98301089767878
3027200000.0 -0.00609698 -0.000572517 -44.2595783641568 -174.63555705046358
3027600000.0 -0.006100771 -1.161463e-05 -44.292289788936294 -179.89092059419664
3028000000.0 -0.00596324 0.0005479524 -44.45383863703143 174.7499274037313
3028400000.0 -0.005868101 0.001289799 -44.42514563811761 167.6036014806755
3028800000.0 -0.005762757 0.001892965 -44.34238520897571 161.81555161647626
3029200000.0 -0.005464768 0.002487367 -44.43086492239374 155.52666889998844
3029600000.0 -0.005226507 0.003013114 -44.389555150647375 150.03628190655056
3030000000.0 -0.004882072 0.003436798 -44.47986669089435 144.85587236641842
3030400000.0 -0.004511628 0.004139839 -44.2604918083199 137.46072045311524
